rank,feature_id,token,all_mean_base,all_mean_chat,all_mean_diff,link,explanation,explanation_score
8,31432,asst,0.0,0.8347187638282776,0.8347187638282776,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/31432,,
9,2782,asst,1.6980234384536743,2.506624937057495,0.8086014986038208,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/2782,,
10,38618,asst,0.0,0.788742184638977,0.788742184638977,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/38618,,
11,33986,asst,0.0,0.7874687314033508,0.7874687314033508,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/33986,,
7,97377,newline,0.0061562499031424,0.737179696559906,0.7310234308242798,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/97377,Test explanation for feature 97377,0.92
12,81088,asst,0.0,0.7281093597412109,0.7281093597412109,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/81088,,
8,110921,newline,0.0,0.6491718888282776,0.6491718888282776,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/110921,,
9,114525,newline,0.0784531235694885,0.722406268119812,0.6439531445503235,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/114525,,
13,70267,asst,0.0,0.636343777179718,0.636343777179718,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/70267,,
11,45746,endheader,0.0,0.6338437795639038,0.6338437795639038,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/45746,,
12,96761,endheader,0.0,0.6251875162124634,0.6251875162124634,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/96761,,
10,44519,newline,0.0,0.6195234656333923,0.6195234656333923,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/44519,,
13,119477,endheader,0.0,0.6010624766349792,0.6010624766349792,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/119477,,
14,32176,endheader,0.4392968714237213,1.0343281030654907,0.5950312614440918,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/32176,,
15,33986,endheader,0.0,0.5776875019073486,0.5776875019073486,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/33986,,
11,112606,newline,0.0,0.5639843940734863,0.5639843940734863,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/112606,,
16,16668,endheader,0.0,0.5523437261581421,0.5523437261581421,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/16668,,
12,34433,newline,0.0754218772053718,0.6262343525886536,0.5508124828338623,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/34433,,
13,54240,newline,0.0142656248062849,0.5537656545639038,0.5395000576972961,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/54240,,
14,128735,newline,0.3024375140666961,0.8241249918937683,0.5216875076293945,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/128735,,
17,49065,endheader,0.0,0.4652499854564667,0.4652499854564667,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/49065,,
15,70267,newline,0.0019843750633299,0.4556874930858612,0.4537031054496765,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/70267,,
16,68232,newline,0.1025546863675117,0.5289531350135803,0.4263984560966491,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/68232,,
18,128735,endheader,0.074015624821186,0.4892187416553497,0.4152031242847442,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/128735,,
17,74684,newline,0.0,0.4087187647819519,0.4087187647819519,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/74684,,
18,59655,newline,0.1129375025629997,0.5162656307220459,0.4033281207084656,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/59655,,
19,52873,newline,0.0308437496423721,0.4289999902248382,0.3981562256813049,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/52873,,
19,110921,endheader,0.0,0.3810000121593475,0.3810000121593475,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/110921,,
14,106687,asst,0.0,0.3641406297683716,0.3641406297683716,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/106687,,
20,117778,newline,0.07871875166893,0.4351093769073486,0.3563906252384186,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/117778,,
21,37425,newline,0.0,0.3555468618869781,0.3555468618869781,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/37425,,
22,86783,newline,0.0047656251117587,0.3492031395435333,0.3444375097751617,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/86783,,
20,72614,endheader,0.0044218748807907,0.3482812643051147,0.3438593745231628,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/72614,,
23,33986,newline,0.0234999991953372,0.3655781149864197,0.3420781195163727,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/33986,,
24,18431,newline,0.002843749942258,0.3395312428474426,0.3366875052452087,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/18431,,
21,54240,endheader,0.0,0.3356406390666961,0.3356406390666961,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/54240,,
25,64921,newline,0.0230937507003545,0.3510937392711639,0.3279999792575836,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/64921,,
15,82964,asst,0.0,0.3276093602180481,0.3276093602180481,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/82964,,
26,18091,newline,0.0981406271457672,0.4253124892711639,0.3271718621253967,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/18091,,
16,49527,asst,0.0,0.3225624859333038,0.3225624859333038,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/49527,,
17,96761,asst,0.0,0.3212499916553497,0.3212499916553497,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/96761,,
18,108350,asst,0.0518281236290931,0.3686484396457672,0.3168203234672546,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/108350,,
27,65078,newline,0.0410625003278255,0.3573749959468841,0.3163124918937683,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/65078,,
19,92801,asst,6.907562732696533,7.222671985626221,0.3151092529296875,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/92801,Test explanation for feature 92801,0.78
28,108350,newline,0.0365468747913837,0.3461250066757202,0.3095781207084656,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/108350,,
29,11748,newline,0.0,0.3080781102180481,0.3080781102180481,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/11748,,
22,8295,endheader,0.0,0.3042109310626983,0.3042109310626983,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/8295,,
30,13912,newline,0.3082890510559082,0.5992968678474426,0.2910078167915344,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/13912,,
20,43660,asst,0.0,0.2877265512943268,0.2877265512943268,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/43660,,
21,59098,asst,0.0,0.2872500121593475,0.2872500121593475,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/59098,,
23,4538,endheader,0.0,0.2853593826293945,0.2853593826293945,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/4538,,
24,49527,endheader,0.0,0.2851249873638153,0.2851249873638153,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/49527,,
22,129143,asst,0.0,0.2807500064373016,0.2807500064373016,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/129143,,
31,8064,newline,0.0,0.2729218602180481,0.2729218602180481,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/8064,,
23,8127,asst,0.0045156250707805,0.266156256198883,0.2616406381130218,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/8127,,
25,52794,endheader,0.0,0.2609843611717224,0.2609843611717224,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/52794,,
26,68232,endheader,0.0,0.2561953067779541,0.2561953067779541,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/68232,,
32,111573,newline,0.0,0.2506406307220459,0.2506406307220459,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/111573,,
27,2404,endheader,0.0,0.2494062483310699,0.2494062483310699,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/2404,,
24,111573,asst,0.0,0.2488437443971634,0.2488437443971634,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/111573,,
28,1170,endheader,0.0,0.2482499927282333,0.2482499927282333,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/1170,,
33,87593,newline,0.0,0.2461874932050705,0.2461874932050705,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/87593,,
34,1170,newline,0.1816718727350235,0.4245312511920929,0.2428593784570694,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/1170,,
25,88633,asst,0.0,0.2257890552282333,0.2257890552282333,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/88633,,
29,4680,endheader,0.0688124969601631,0.29296875,0.2241562604904174,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/4680,,
35,82169,newline,0.0,0.2234375029802322,0.2234375029802322,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/82169,,
36,33209,newline,0.0532499998807907,0.2750156223773956,0.2217656224966049,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/33209,,
26,90272,asst,0.0,0.2167578190565109,0.2167578190565109,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/90272,,
27,35701,asst,0.0462187491357326,0.261210948228836,0.2149921953678131,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/35701,,
30,49449,endheader,0.014156250283122,0.2235937565565109,0.2094375044107437,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/49449,,
28,18091,asst,0.1704687476158142,0.373171865940094,0.2027031183242797,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/18091,,
37,50480,newline,0.0033281249925494,0.2057500034570694,0.2024218738079071,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/50480,,
38,9698,newline,0.0,0.2004687488079071,0.2004687488079071,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/9698,,
29,69316,asst,0.0,0.1989531219005584,0.1989531219005584,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/69316,,
30,111602,asst,0.0,0.1978124976158142,0.1978124976158142,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/111602,,
31,33241,asst,0.0,0.1902968734502792,0.1902968734502792,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/33241,,
32,28714,asst,0.0021562499459832,0.191468745470047,0.1893125027418136,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/28714,,
33,104510,asst,0.0,0.1887656301259994,0.1887656301259994,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/104510,,
31,112606,endheader,0.0,0.1842343807220459,0.1842343807220459,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/112606,,
32,64921,endheader,0.0,0.1842031180858612,0.1842031180858612,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/64921,,
39,11060,newline,0.0,0.1815937459468841,0.1815937459468841,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/11060,,
40,8295,newline,0.0026875000912696,0.183828130364418,0.1811406314373016,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/8295,,
41,72614,newline,0.0,0.1810781210660934,0.1810781210660934,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/72614,,
42,16668,newline,0.4362968802452087,0.6097343564033508,0.1734374761581421,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/16668,,
34,91492,asst,0.0,0.1730390638113021,0.1730390638113021,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/91492,,
43,60067,newline,0.0,0.172109380364418,0.172109380364418,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/60067,,
35,127594,asst,0.0,0.16856250166893,0.16856250166893,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/127594,,
44,40446,newline,0.0,0.1675468683242797,0.1675468683242797,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/40446,,
45,4626,newline,0.0024062499869614,0.168328121304512,0.1659218668937683,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/4626,,
46,61794,newline,0.0,0.1658906191587448,0.1658906191587448,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/61794,,
36,45649,asst,0.0066562499850988,0.1690468788146972,0.1623906344175338,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/45649,,
37,76143,asst,0.0,0.1614843755960464,0.1614843755960464,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/76143,,
33,104510,endheader,0.0,0.1608593761920929,0.1608593761920929,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/104510,,
47,62957,newline,0.0,0.1606328189373016,0.1606328189373016,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/62957,,
48,97281,newline,0.0,0.1605390608310699,0.1605390608310699,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/97281,,
34,44097,endheader,0.0,0.1580000072717666,0.1580000072717666,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/44097,,
49,16773,newline,0.0,0.1573749929666519,0.1573749929666519,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/16773,,
38,64416,asst,0.0,0.1529687494039535,0.1529687494039535,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/64416,,
35,8064,endheader,0.0,0.1525156199932098,0.1525156199932098,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/8064,,
39,44097,asst,0.0,0.1485468745231628,0.1485468745231628,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/44097,,
36,34433,endheader,0.0598906241357326,0.2067031264305114,0.1468124985694885,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/34433,,
50,115460,newline,0.0,0.1463906317949295,0.1463906317949295,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/115460,,
51,51520,newline,0.0093281250447034,0.1554374992847442,0.1461093723773956,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/51520,,
52,104450,newline,0.0069375000894069,0.1528906226158142,0.1459531188011169,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/104450,,
53,19923,newline,0.0,0.1456875056028366,0.1456875056028366,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/19923,,
54,80751,newline,0.0,0.1442812532186508,0.1442812532186508,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/80751,,
55,7060,newline,0.0,0.1437343806028366,0.1437343806028366,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/7060,,
37,48638,endheader,0.0282343756407499,0.1719531267881393,0.1437187492847442,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/48638,,
40,31178,asst,0.0,0.143109381198883,0.143109381198883,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/31178,,
41,66988,asst,0.0,0.1423750072717666,0.1423750072717666,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/66988,,
42,54508,asst,0.0,0.1417499929666519,0.1417499929666519,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/54508,,
56,57962,newline,0.0024062499869614,0.1427656263113021,0.1403593719005584,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/57962,,
57,49065,newline,0.0,0.1354999989271164,0.1354999989271164,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/49065,,
38,64416,endheader,0.0020000000949949,0.1373281180858612,0.1353281140327453,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/64416,,
39,106277,endheader,0.0022031250409781,0.1326718777418136,0.1304687559604644,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/106277,,
43,58488,asst,0.0024375000502914,0.1324999928474426,0.1300624907016754,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/58488,,
58,64416,newline,0.0066875000484287,0.1360312551259994,0.1293437480926513,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/64416,,
59,83893,newline,0.0282656252384185,0.1575781255960464,0.1293125003576278,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/83893,,
60,55599,newline,0.0,0.1274609416723251,0.1274609416723251,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/55599,,
61,52794,newline,0.0,0.1269687563180923,0.1269687563180923,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/52794,,
40,50480,endheader,0.0193906258791685,0.1426562517881393,0.1232656240463256,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/50480,,
41,126849,endheader,0.0,0.1219218745827674,0.1219218745827674,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/126849,,
62,25018,newline,0.0,0.1206093728542327,0.1206093728542327,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/25018,,
63,12214,newline,0.0,0.1180625036358833,0.1180625036358833,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/12214,,
42,40446,endheader,0.0,0.11778125166893,0.11778125166893,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/40446,,
43,80751,endheader,0.0,0.1160156279802322,0.1160156279802322,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/80751,,
44,31178,endheader,0.0020000000949949,0.1172968745231628,0.1152968779206276,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/31178,,
64,123453,newline,0.0132499998435378,0.1284999996423721,0.1152499988675117,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/123453,,
65,52260,newline,0.0074531249701976,0.1190156266093254,0.111562505364418,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/52260,,
66,107785,newline,0.0304218754172325,0.1417812556028366,0.1113593801856041,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/107785,,
45,20356,endheader,0.0,0.110531248152256,0.110531248152256,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/20356,,
67,32856,newline,0.0,0.1085937470197677,0.1085937470197677,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/32856,,
68,77108,newline,0.0,0.107515625655651,0.107515625655651,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/77108,,
44,21884,asst,0.0087343752384185,0.1159531250596046,0.107218749821186,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/21884,,
45,33209,asst,0.0110468752682209,0.117546871304512,0.1064999997615814,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/33209,,
46,83893,endheader,0.0,0.1060937494039535,0.1060937494039535,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/83893,,
47,60231,asst,0.0,0.1052968725562095,0.1052968725562095,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/60231,,
46,74684,asst,0.0,0.1052968725562095,0.1052968725562095,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/74684,,
69,6015,newline,0.0023125000298023,0.1069843769073486,0.1046718806028366,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/6015,,
70,21578,newline,0.0,0.103015623986721,0.103015623986721,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/21578,,
47,22324,endheader,0.0,0.1026718765497207,0.1026718765497207,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/22324,,
48,8752,asst,0.0,0.101242184638977,0.101242184638977,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/8752,,
71,121035,newline,0.0,0.0997812524437904,0.0997812524437904,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/121035,,
49,3551,asst,0.0,0.0994218736886978,0.0994218736886978,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/3551,,
48,51310,endheader,0.0,0.099406249821186,0.099406249821186,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/51310,,
72,56534,newline,0.0023437500931322,0.0979375019669532,0.0955937504768371,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/56534,,
73,125478,newline,0.0,0.0955156236886978,0.0955156236886978,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/125478,,
50,8064,asst,0.002109375083819,0.096859373152256,0.0947499945759773,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/8064,,
49,82169,endheader,0.0,0.0944687500596046,0.0944687500596046,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/82169,,
74,125151,newline,0.0022968749981373,0.0945625007152557,0.0922656282782554,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/125151,,
75,43997,newline,0.0,0.0906718745827674,0.0906718745827674,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/43997,,
76,59758,newline,0.0020312499254941,0.0924687534570694,0.09043750166893,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/59758,,
77,81646,newline,0.0,0.0897031277418136,0.0897031277418136,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/81646,,
78,49527,newline,0.0,0.0894218757748603,0.0894218757748603,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/49527,,
79,44097,newline,0.0,0.0892968773841857,0.0892968773841857,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/44097,,
80,19618,newline,0.0326562486588954,0.1216718778014183,0.0890156328678131,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/19618,,
81,79176,newline,0.0,0.0888593718409538,0.0888593718409538,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/79176,,
82,29859,newline,0.0,0.0885937511920929,0.0885937511920929,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/29859,,
50,90391,endheader,0.0,0.0877031236886978,0.0877031236886978,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/90391,,
83,126530,newline,0.0,0.0874531269073486,0.0874531269073486,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/126530,,
84,122025,newline,0.0023281250614672,0.0883124992251396,0.0859843716025352,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/122025,,
85,17719,newline,0.0240468755364418,0.1100156232714653,0.0859687477350235,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/17719,,
86,77114,newline,0.026656249538064,0.1119921877980232,0.0853359401226043,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/77114,,
87,95198,newline,0.0,0.0852031260728836,0.0852031260728836,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/95198,,
88,51689,newline,0.0,0.084937497973442,0.084937497973442,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/51689,,
89,39130,newline,0.0,0.0847343727946281,0.0847343727946281,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/39130,,
90,9440,newline,0.0040312497876584,0.0881249979138374,0.0840937495231628,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/9440,,
91,46632,newline,0.0024062499869614,0.0852031260728836,0.0827968791127204,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/46632,,
51,72685,endheader,0.0,0.0805390626192092,0.0805390626192092,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/72685,,
92,38310,newline,0.0,0.0804999992251396,0.0804999992251396,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/38310,,
93,100599,newline,0.0025781251024454,0.0828515589237213,0.0802734345197677,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/100599,,
